"sample_id","stratum","stratum_rank","selection_hash","oracle_id","scryfall_id","name","mana_cost","type_line","oracle_text","keywords","layout","power","toughness","faces_json","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","scryfall_uri","rulings_uri"
"126","LCI-common","6","119392f065f70da08eb7e50d9fca00ee711be4985a922e8ac34801597921db61","fab5f694-4a9c-4e72-b164-f236e8212ff7","f70689a0-ac69-4052-84fc-9055e9e1c54b","Ironpaw Aspirant","{1}{W}","Creature — Cat Warrior","When this creature enters, put a +1/+1 counter on target creature.","","normal","1","2","[]","full_now","composable_ron","Data","","","ETB targeted +1/+1 counter.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/18/ironpaw-aspirant?utm_source=api","https://api.scryfall.com/cards/f70689a0-ac69-4052-84fc-9055e9e1c54b/rulings"
"127","LCI-common","7","17e293294c2b3b0ce3ea12fb3e03e6fd32a7b469ea481e6dc7bdb80d858fb7ea","5d840e49-3ca5-4e4f-9152-a365ad2b1773","e7833724-aec6-41a4-a7ea-2aa722467732","Soaring Sandwing","{4}{W}{W}","Creature — Dinosaur","Flying
When this creature enters, you gain 3 life.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)","Flying; Plainscycling; Landcycling; Typecycling; Cycling","normal","3","5","[]","full_now","composable_ron","Data","","","Flying, ETB life gain, and hand discard/typecycling search.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/35/soaring-sandwing?utm_source=api","https://api.scryfall.com/cards/e7833724-aec6-41a4-a7ea-2aa722467732/rulings"
"128","LCI-common","8","184b2525ac5c483b1bed4c56ff520b6ba2dc76c042afcd1b6f3dff6df293bb45","0f85714b-e731-45a3-aa65-8cd59cd48280","ad1a0159-7f00-429c-9318-b028b1e03ba8","Attentive Sunscribe","{1}{W}","Artifact Creature — Gnome","Whenever this creature becomes tapped, scry 1. (Look at the top card of your library. You may put that card on the bottom.)","Scry","normal","2","2","[]","full_now","composable_ron","Data","","","Self tap observer with Scry.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/4/attentive-sunscribe?utm_source=api","https://api.scryfall.com/cards/ad1a0159-7f00-429c-9318-b028b1e03ba8/rulings"
"129","LCI-common","9","1bc3fa255bbf3eca0406a9237c88bde83a0cad23a31b237e755d2906517f24ed","54452df0-560c-4561-9dd2-3903ae49c91b","9f619075-ca5d-4e09-bd84-31e6b61eaa7e","Pathfinding Axejaw","{3}{G}","Creature — Dinosaur","When this creature enters, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)","Explore","normal","4","3","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","explore","","Only functional ETB ability requires Explore.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/206/pathfinding-axejaw?utm_source=api","https://api.scryfall.com/cards/9f619075-ca5d-4e09-bd84-31e6b61eaa7e/rulings"
"130","LCI-common","10","1c6dc6f9cd25e234fefa92683abc25ef2f10a6baef1fdf0e571ec86c802a06fe","142a960c-4d8e-4b3b-a0db-435c22df8f92","97b1be22-3177-49af-bb06-42497d717c21","In the Presence of Ages","{2}{G}","Instant","Reveal the top four cards of your library. You may put a creature card and/or a land card from among them into your hand. Put the rest into your graveyard.","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","library_algorithm","","Library selection needs separate creature and land quotas in one revealed cohort.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/192/in-the-presence-of-ages?utm_source=api","https://api.scryfall.com/cards/97b1be22-3177-49af-bb06-42497d717c21/rulings"
"131","LCI-common","11","267d7797cfcb453079a8d2a6b186534d43a82ea859cb37cb1a8b90f21a97d7f4","f780ee53-62b0-4c32-b5b7-047651f48e5f","f67fd04f-05da-4418-97de-abeb7346cc69","Hidden Necropolis","","Land — Cave","This land enters tapped.
{T}: Add {B}.
{4}{B}, {T}, Sacrifice this land: Discover 4. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 4 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)","Discover","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","discover","","Tapped land/mana works; Discover resolution/casting missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/275/hidden-necropolis?utm_source=api","https://api.scryfall.com/cards/f67fd04f-05da-4418-97de-abeb7346cc69/rulings"
"132","LCI-common","12","2a551c000cf15327a3a840c355028fa9b9ba945870636bc75db7aca7ac3bf837","9097243a-39fa-4e18-8316-c0e57699c783","5204c781-f568-4c7f-b3f7-ce4dd678689b","Tectonic Hazard","{R}","Sorcery","Tectonic Hazard deals 1 damage to each opponent and each creature they control.","","normal","","","[]","full_now","composable_ron","Data","","","DamagePlayer EachOpponent plus opponent-filtered DamageAll.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/169/tectonic-hazard?utm_source=api","https://api.scryfall.com/cards/5204c781-f568-4c7f-b3f7-ce4dd678689b/rulings"
"133","LCI-common","13","2e3263e6894b9190f4d44a51d7743c3b65bac3f10ad04e4a0347e0c074b4f129","ccc2eb6d-21cf-45cf-b4e4-4b2a2517136a","0c7ba382-18c4-4833-b3d2-bd469ae2ad77","Deconstruction Hammer","{W}","Artifact — Equipment","Equipped creature gets +1/+1 and has ""{3}, {T}, Sacrifice Deconstruction Hammer: Destroy target artifact or enchantment.""
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","Equip","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","attachment_action","","Equipment pump works; granted activation cannot pay by sacrificing granting Equipment.","tricerules/tricerules-cards/src/primitives/effects.rs","https://scryfall.com/card/lci/9/deconstruction-hammer?utm_source=api","https://api.scryfall.com/cards/0c7ba382-18c4-4833-b3d2-bd469ae2ad77/rulings"
"134","LCI-common","14","2f2e5470a6308136ef7cc8790518b544686835e6541d099a411dbf0724ffee11","f064a39e-ebb3-47b5-bd06-f39b02b95eaf","c1974a8c-3328-4ff5-9a00-cb79ebb8ccf6","Thousand Moons Infantry","{2}{W}","Creature — Human Soldier","Untap this creature during each other player's untap step.","","normal","2","4","[]","full_now","composable_ron","Data","","","UntapsDuringOtherPlayersUntapSteps static ability.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/38/thousand-moons-infantry?utm_source=api","https://api.scryfall.com/cards/c1974a8c-3328-4ff5-9a00-cb79ebb8ccf6/rulings"
"135","LCI-common","15","32e90e5dafee8782429d068696d1b8cebfb3e4011f0d0e2e70af5254e18f0ba3","f05575f8-4961-4780-83fc-3584d9146a14","814803bc-72cd-46db-b957-4322f2a7b28a","Shipwreck Sentry","{1}{U}","Creature — Human Pirate","Defender
As long as an artifact entered the battlefield under your control this turn, this creature can attack as though it didn't have defender.","Defender","normal","3","3","[]","full_now","composable_ron","Data","","","Artifact entry turn fact condition enables attack-as-though-without-defender.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/75/shipwreck-sentry?utm_source=api","https://api.scryfall.com/cards/814803bc-72cd-46db-b957-4322f2a7b28a/rulings"
"136","LCI-common","16","3333c870ebc13545cecfbd41b5a0f7320445fc4d7136ee792e5e7f6d742bd7e7","6a381297-ebce-403c-b1dc-b7405fa6902c","4404b8d6-3673-4d82-b9ed-d28e9b54e1f6","Disturbed Slumber","{1}{G}","Instant","Until end of turn, target land you control becomes a 4/4 Dinosaur creature with reach and haste. It's still a land. It must be blocked this turn if able.","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","animation","","One-shot base-P/T animation and duration not authored by current effect vocabulary.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/182/disturbed-slumber?utm_source=api","https://api.scryfall.com/cards/4404b8d6-3673-4d82-b9ed-d28e9b54e1f6/rulings"
"137","LCI-common","17","3980b36b09947d51b2c541c8e6af8b185685829d03b7ec6360664e92bb7d6f44","19afaf35-b420-49e0-bddf-3180bf1dc30f","d3114f5c-21e9-43c3-abe3-3cf1da20916f","Sunshot Militia","{1}{R}","Creature — Human Soldier","Tap two untapped artifacts and/or creatures you control: This creature deals 1 damage to each opponent. Activate only as a sorcery.","","normal","1","3","[]","full_now","composable_ron","Data","","","Two-object tap payment and sorcery-speed damage to each opponent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/168/sunshot-militia?utm_source=api","https://api.scryfall.com/cards/d3114f5c-21e9-43c3-abe3-3cf1da20916f/rulings"
"138","LCI-common","18","3feeba9a8998a5ba7970965a4981b68aca27e6a3087e0f2933cb4082b1943690","7887f060-3024-4dc4-aeb5-fb5546db6b48","35096eb3-ad7b-4b6e-b799-cb4cc447883e","Relic's Roar","{U}","Instant","Until end of turn, target artifact or creature becomes a Dinosaur artifact creature with base power and toughness 4/3 in addition to its other types.","","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","animation","","One-shot base-P/T and type-setting effect missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/71/relics-roar?utm_source=api","https://api.scryfall.com/cards/35096eb3-ad7b-4b6e-b799-cb4cc447883e/rulings"
"139","LCI-common","19","402d0d3528bad3fe5401233ae95b1b7354a49a17f9b90b2d7727d3f90cd9d41d","a0292e0b-7bb3-46d3-a29f-b54bce5b20f0","3348abe7-6aa3-47f7-8203-a15f75007e33","Hunter's Blowgun","{1}","Artifact — Equipment","Equipped creature gets +1/+1.
Equipped creature has deathtouch during your turn. Otherwise, it has reach.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","Equip","normal","","","[]","full_now","composable_ron","Data","","","AttachedModifier active-player conditions for deathtouch/reach; pump and Equip.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/255/hunters-blowgun?utm_source=api","https://api.scryfall.com/cards/3348abe7-6aa3-47f7-8203-a15f75007e33/rulings"
"140","LCI-common","20","419b6438c605daa9fecf16a939e2300ad303a8116b44ea354eaa5566ea065911","324d2aa8-6dea-4b0d-898d-1e52ed187565","99009400-ffa4-40af-8305-78295ae605ac","Acolyte of Aclazotz","{2}{B}","Creature — Vampire Cleric","{T}, Sacrifice another creature or artifact: Each opponent loses 1 life and you gain 1 life.","","normal","1","4","[]","full_now","composable_ron","Data","","","Tap plus other artifact/creature sacrifice and player-set loss/gain.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/89/acolyte-of-aclazotz?utm_source=api","https://api.scryfall.com/cards/99009400-ffa4-40af-8305-78295ae605ac/rulings"
"141","LCI-common","21","43c4b1b8e116253cd05ea2c1d65f8b699e666534b22507c657893418329e256d","41f6d6d9-3fe5-44b0-904d-1cb90d36f2b6","aad0adcb-80e5-4c6d-bcdd-9e5d18c017b3","Rampaging Spiketail","{4}{B}{B}","Creature — Dinosaur","When this creature enters, target creature you control gets +2/+0 and gains indestructible until end of turn.
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)","Landcycling; Typecycling; Cycling; Swampcycling","normal","5","6","[]","full_now","composable_ron","Data","","","ETB pump/indestructible and Swampcycling search.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/116/rampaging-spiketail?utm_source=api","https://api.scryfall.com/cards/aad0adcb-80e5-4c6d-bcdd-9e5d18c017b3/rulings"
"142","LCI-common","22","44bd947fcfca7850eba460f18cff3720c3c1e7941d5bef04f20ccfc78cc47e1e","b7f56bbb-961a-4641-9446-7292ef188b1d","0b24bb7c-6b34-48b6-af94-f312ebdbb759","Deep Goblin Skulltaker","{2}{B}","Creature — Goblin Warrior","Menace
At the beginning of your end step, if you descended this turn, put a +1/+1 counter on this creature. (You descended if a permanent card was put into your graveyard from anywhere.)","Menace","normal","2","2","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","graveyard_history","","Menace works; Descend-this-turn fact missing.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/history.rs;tricerules/tricerules-core/src/engine/mod.rs;tricerules/tricerules-core/src/engine/resolution/mod.rs","https://scryfall.com/card/lci/101/deep-goblin-skulltaker?utm_source=api","https://api.scryfall.com/cards/0b24bb7c-6b34-48b6-af94-f312ebdbb759/rulings"
"143","LCI-common","23","48d7fcaa4a6be8be803a59b164df5a8d1117264b416c352bc7217838301f0313","57f15861-82cf-4faf-827c-9bc7f4844d2a","06d47a3b-dc66-48d8-981b-dde0ccc34ad5","Runaway Boulder","{6}","Artifact","Flash
When this artifact enters, it deals 6 damage to target creature an opponent controls.
Cycling {2} ({2}, Discard this card: Draw a card.)","Flash; Cycling","normal","","","[]","full_now","composable_ron","Data","","","Flash artifact damage ETB and hand-zone discard/draw Cycling.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/259/runaway-boulder?utm_source=api","https://api.scryfall.com/cards/06d47a3b-dc66-48d8-981b-dde0ccc34ad5/rulings"
"144","LCI-common","24","4c7e2632e59b391bac37ee19d0dd9dcf179084da503803cf7d59ae4f2b54ed75","eb161d0b-e534-463c-b1d1-7210bfba5d28","9048cd9d-df3f-4705-a5f4-e5b09760c631","Miner's Guidewing","{W}","Creature — Bird","Flying, vigilance
When this creature dies, target creature you control explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on that creature, then put the card back or put it into your graveyard.)","Flying; Vigilance; Explore","normal","1","1","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","explore","","Flying/vigilance works; death Explore missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/lci/24/miners-guidewing?utm_source=api","https://api.scryfall.com/cards/9048cd9d-df3f-4705-a5f4-e5b09760c631/rulings"
